ID,University_Rating,University_Name,GRE,TOEFL,CGPA,Work_Ex,Chances Of Admit
1295,4,University of Florida,311,112,5.396,0,35
1296,4,University of Florida,301,108,6.143,24,35
1297,4,University of Florida,313,109,8.34,3,35
1298,4,University of Florida,305,97,6.5,26,35
1299,4,University of Florida,305,90,6,31,35
1300,4,University of Florida,315,104,7.32,13,35
1301,4,University of Florida,298,80,6.64,34,35
1302,4,University of Florida,310,100,8.98,35,63
1303,4,University of Florida,302,98,6.8,40,35
1304,4,University of Florida,306,102,6,26,35
1305,4,University of Florida,293,82,5,22,35
1306,4,University of Florida,302,98,6.97,60,35
1307,4,University of Florida,296,90,5.9,0,35
1308,4,University of Florida,316,106,6.45,28,37
1309,4,University of Florida,290,98,7.1,8,35
1310,3,University of Illinois at Chicago,308,92,5.833,60,36
1311,3,University of Illinois at Chicago,302,98,6.8,40,36
1312,3,University of Illinois at Chicago,329,114,7.2,51,43
1313,3,University of Illinois at Chicago,309,93,7.3,0,36
1314,3,University of Illinois at Chicago,303,97,7,16,36
1315,3,University of Illinois at Chicago,318,102,6.2,32,36
1316,3,University of Illinois at Chicago,315,112,8.24,1,41
1317,3,University of Illinois at Chicago,322,107,6.947,28,50
1318,3,University of Illinois at Chicago,308,101,7.79,16,60
1319,3,University of Illinois at Chicago,314,99,7.7,55,55
1320,3,University of Illinois at Chicago,313,100,6,12,55
1321,3,University of Illinois at Chicago,316,112,8.87,18,43
1322,3,University of Illinois at Chicago,307,107,6.75,0,45
1323,3,University of Illinois at Chicago,306,96,8.2,0,46
1324,3,University of Illinois at Chicago,302,93,7.79,30,50
1325,3,University of Illinois at Chicago,304,98,7.4,30,50
1326,3,University of Illinois at Chicago,307,99,6.2,16,50
1327,3,University of Illinois at Chicago,304,85,7.04,24,50
1328,3,University of Illinois at Chicago,306,96,6.8,60,50
1329,3,University of Illinois at Chicago,301,93,7.85,20,50
1330,3,University of Illinois at Chicago,310,98,6.619,27,50
1331,3,University of Illinois at Chicago,320,117,5.442,30,50
1332,3,University of Illinois at Chicago,306,104,7.5,34,50
1333,3,University of Illinois at Chicago,303,99,5.702,58,40
1334,3,University of Illinois at Chicago,309,94,6.45,13,50
1335,3,University of Illinois at Chicago,309,107,5.4,0,50
1336,3,University of Illinois at Chicago,304,88,5.936,47,40
1337,3,University of Illinois at Chicago,310,107,7.39,14,50
1338,3,University of Illinois at Chicago,312,96,6.99,9,50
1339,3,University of Illinois at Chicago,313,96,7.9,24,50
1340,3,University of Illinois at Chicago,317,101,6.2,18,50
1341,3,University of Illinois at Chicago,310,96,5.14,36,40
1342,3,University of Illinois at Chicago,305,109,5.977,29,40
1343,3,University of Illinois at Chicago,315,104,6.97,18,50
1344,3,University of Illinois at Chicago,304,96,7.87,12,50
1345,3,University of Illinois at Chicago,312,98,7.56,20,50
1346,3,University of Illinois at Chicago,309,96,6.03,28,50
1347,3,University of Illinois at Chicago,300,93,6.44,82,50
1348,3,University of Illinois at Chicago,303,91,7.7,1,50
1349,3,University of Illinois at Chicago,303,81,7,37,50
1350,3,University of Illinois at Chicago,291,85,6.915,41,50
1351,3,University of Illinois at Chicago,300,92,6.739,44,50
1352,3,University of Illinois at Chicago,297,90,8.9,26,47
1353,3,University of Illinois at Chicago,302,86,6.037,27,45
1354,3,University of Illinois at Chicago,296,93,5.93,64,40
1355,3,University of Illinois at Chicago,303,98,7.2,0,60
1356,3,University of Illinois at Chicago,301,84,7.67,50,58
1357,3,University of Illinois at Chicago,300,88,8.18,24,55
1358,3,University of Illinois at Chicago,301,96,7.13,0,55
1359,3,University of Illinois at Chicago,305,94,6.66,2,55
1360,3,University of Illinois at Chicago,301,89,5.45,48,40
1361,3,University of Illinois at Chicago,311,98,5.2,0,40
1362,3,University of Illinois at Chicago,304,97,6.706,46,55
1363,3,University of Illinois at Chicago,310,94,4.9,0,40
1364,3,University of Illinois at Chicago,309,94,4.9,6,40
1365,3,University of Illinois at Chicago,309,92,7.7,0,60
1366,3,University of Illinois at Chicago,303,95,7,20,60
1367,3,University of Illinois at Chicago,310,87,8.98,35,49
1368,3,University of Illinois at Chicago,293,82,5,22,40
1369,3,University of Illinois at Chicago,315,112,8.3,12,55
1370,3,University of Illinois at Chicago,304,95,6.2,35,60
1371,3,University of Illinois at Chicago,291,98,6.7,9,55
1372,3,University of Illinois at Chicago,322,113,6.8,30,65
1373,2,University of Iowa,311,90,8.83,2,77
1374,2,University of Iowa,307,95,7.5,0,60
1375,2,University of Iowa,313,95,7.5,48,60
1376,2,University of Iowa,296,90,5.9,0,50
1377,2,University of Iowa,290,98,7.1,8,50
1378,2,University of Iowa,299,101,9.1,14,60
1379,4,"University of Maryland, College Park",301,96,8.4,29,45
1380,4,"University of Maryland, College Park",311,98,7.74,25,45.5
1381,4,"University of Maryland, College Park",308,106,8.42,9,45
1382,4,"University of Maryland, College Park",300,103,9,30,47
1383,4,"University of Maryland, College Park",303,97,7,16,45.5
1384,4,"University of Maryland, College Park",305,109,8.1,25,45
1385,4,"University of Maryland, College Park",318,102,6.2,32,45.5
1386,4,"University of Maryland, College Park",318,108,6.54,5,45.5
1387,4,"University of Maryland, College Park",305,100,9,43,47
1388,4,"University of Maryland, College Park",324,109,6.2,40,45.5
1389,4,"University of Maryland, College Park",322,114,5.9,29,45.5
1390,4,"University of Maryland, College Park",307,105,8.02,0,45
1391,4,"University of Maryland, College Park",317,103,7.4,60,45.5
1392,4,"University of Maryland, College Park",313,101,7.514,48,45.5
1393,4,"University of Maryland, College Park",310,98,6.51,6,45.5
1394,4,"University of Maryland, College Park",310,106,7.06,42,45.5
1395,4,"University of Maryland, College Park",306,94,7.6,35,45.5
1396,4,"University of Maryland, College Park",310,107,7.39,14,45.5
1397,4,"University of Maryland, College Park",314,106,9.15,0,45
1398,4,"University of Maryland, College Park",301,96,7.512,60,45.5
1399,4,"University of Maryland, College Park",313,96,7.9,24,45.5
1400,4,"University of Maryland, College Park",317,101,6.2,18,45.5
1401,4,"University of Maryland, College Park",311,98,7.31,25,45.5
1402,4,"University of Maryland, College Park",313,104,6.5,1,45.5
1403,4,"University of Maryland, College Park",312,98,7.07,14,45.5
1404,4,"University of Maryland, College Park",315,96,6.93,2,45.5
1405,4,"University of Maryland, College Park",315,108,7.83,8,45.5
1406,4,"University of Maryland, College Park",317,104,7.02,35,45.5
1407,4,"University of Maryland, College Park",317,108,8.2,0,45
1408,4,"University of Maryland, College Park",316,112,8.48,21,47
1409,4,"University of Maryland, College Park",312,105,5.986,18,45.5
1410,4,"University of Maryland, College Park",307,105,6.7,54,45.5
1411,4,"University of Maryland, College Park",316,103,7.601,13,45.5
1412,4,"University of Maryland, College Park",310,95,7,6,45.5
1413,4,"University of Maryland, College Park",315,96,6.5,0,45.5
1414,4,"University of Maryland, College Park",307,108,7,0,45.5
1415,4,"University of Maryland, College Park",318,104,6.4,15,45.5
1416,4,"University of Maryland, College Park",308,102,7.09,0,45.5
1417,4,"University of Maryland, College Park",304,96,7.87,12,45.5
1418,4,"University of Maryland, College Park",304,112,8.25,0,45
1419,4,"University of Maryland, College Park",313,112,5,43,45.5
1420,4,"University of Maryland, College Park",309,95,6.3,23,45.5
1421,4,"University of Maryland, College Park",313,102,6.68,16,45.5
1422,4,"University of Maryland, College Park",309,99,6.1,30,45.5
1423,4,"University of Maryland, College Park",307,100,5.8,48,45.5
1424,4,"University of Maryland, College Park",311,96,7.512,27,45.5
1425,4,"University of Maryland, College Park",303,91,6.1,35,45.5
1426,4,"University of Maryland, College Park",311,98,8.84,27,45
1427,4,"University of Maryland, College Park",312,97,6.167,18,45.5
1428,4,"University of Maryland, College Park",309,88,7.69,16,45.5
1429,4,"University of Maryland, College Park",314,100,6.4,61,45.5
1430,4,"University of Maryland, College Park",307,100,6.2,53,45.5
1431,4,"University of Maryland, College Park",305,109,6.045,18,45.5
1432,4,"University of Maryland, College Park",314,104,5.3,53,45.5
1433,4,"University of Maryland, College Park",303,95,7,20,45.5
1434,4,"University of Maryland, College Park",310,106,7.92,35,45.5
1435,4,"University of Maryland, College Park",312,106,7.9,0,45.5
1436,4,"University of Maryland, College Park",314,100,8.5,15,45
1437,4,"University of Maryland, College Park",321,114,7.58,38,45.5
1438,2,University of North Carolina at Charlotte,304,106,5.75,4,65.5
1439,2,University of North Carolina at Charlotte,309,106,9.24,40,80
1440,2,University of North Carolina at Charlotte,302,98,6,29,65.5
1441,2,University of North Carolina at Charlotte,308,90,8.26,15,75
1442,2,University of North Carolina at Charlotte,299,88,7.95,5,65.5
1443,2,University of North Carolina at Charlotte,302,93,7.79,30,65.5
1444,2,University of North Carolina at Charlotte,304,111,6.5,12,65.5
1445,2,University of North Carolina at Charlotte,302,81,5.199,42,65.5
1446,2,University of North Carolina at Charlotte,287,98,6.85,32,65.5
1447,2,University of North Carolina at Charlotte,292,92,5.9,0,65.5
1448,2,University of North Carolina at Charlotte,297,97,4.8,0,65.5
1449,2,University of North Carolina at Charlotte,304,104,5.8,0,65.5
1450,2,University of North Carolina at Charlotte,304,93,7.3,60,65.5
1451,2,University of North Carolina at Charlotte,301,96,7.44,0,65.5
1452,2,University of North Carolina at Charlotte,305,97,6.23,4,65.5
1453,2,University of North Carolina at Charlotte,303,85,6.26,0,66.75
1454,2,University of North Carolina at Charlotte,294,93,6.5,2,66.75
1455,2,University of North Carolina at Charlotte,299,95,5.9,42,66.75
1456,2,University of North Carolina at Charlotte,299,92,5.28,12,66.75
1457,2,University of North Carolina at Charlotte,306,97,8.07,26,45
1458,2,University of North Carolina at Charlotte,307,96,6.9,15,66.75
1459,2,University of North Carolina at Charlotte,310,96,5.14,36,66.75
1460,2,University of North Carolina at Charlotte,308,84,6.35,43,66.75
1461,2,University of North Carolina at Charlotte,297,94,8.5,27,37
1462,2,University of North Carolina at Charlotte,298,91,6.43,26,66.75
1463,2,University of North Carolina at Charlotte,299,96,8.1,30,36
1464,2,University of North Carolina at Charlotte,310,90,6.6,6,66.75
1465,2,University of North Carolina at Charlotte,306,96,5.7,15,66.75
1466,2,University of North Carolina at Charlotte,303,95,6.9,12,66.75
1467,2,University of North Carolina at Charlotte,301,98,7.925,50,66.75
1468,2,University of North Carolina at Charlotte,305,95,6.2,10,66.75
1469,2,University of North Carolina at Charlotte,302,98,5.38,13,67.75
1470,2,University of North Carolina at Charlotte,310,111,5.1,28,67.75
1471,2,University of North Carolina at Charlotte,305,98,8.35,19,36
1472,2,University of North Carolina at Charlotte,300,107,5,10,67.75
1473,2,University of North Carolina at Charlotte,309,100,8.61,39,69
1474,2,University of North Carolina at Charlotte,291,86,6.2,27,67.75
1475,2,University of North Carolina at Charlotte,293,86,7.69,17,67.75
1476,2,University of North Carolina at Charlotte,301,88,8.6,55,48
1477,2,University of North Carolina at Charlotte,310,96,7.3,2,36
1478,2,University of North Carolina at Charlotte,312,113,10,0,61
1479,2,University of North Carolina at Charlotte,302,83,6.3,45,67.75
1480,2,University of North Carolina at Charlotte,293,98,6.1,0,67.75
1481,2,University of North Carolina at Charlotte,303,93,5.91,2,67.75
1482,2,University of North Carolina at Charlotte,295,91,7.19,21,67.75
1483,2,University of North Carolina at Charlotte,297,83,6.15,1,67.75
1484,2,University of North Carolina at Charlotte,310,90,6.5,18,67.75
1485,2,University of North Carolina at Charlotte,305,90,6.89,19,67.75
1486,2,University of North Carolina at Charlotte,305,101,7.4,0,36
1487,2,University of North Carolina at Charlotte,313,90,5.4,18,67.75
1488,2,University of North Carolina at Charlotte,300,86,7.4,16,36
1489,2,University of North Carolina at Charlotte,290,86,8.25,48,45
1490,2,University of North Carolina at Charlotte,300,84,5.7,42,67.75
1491,2,University of North Carolina at Charlotte,307,93,5.5,30,67.75
1492,2,University of North Carolina at Charlotte,302,106,8.39,24,40
1493,2,University of North Carolina at Charlotte,309,93,5.4,36,67.75
1494,2,University of North Carolina at Charlotte,296,90,5.9,0,67.75
1495,2,University of North Carolina at Charlotte,296,86,7,36,67.75
1496,2,University of North Carolina at Charlotte,298,90,9.12,24,40
1497,2,University of North Carolina at Charlotte,290,98,7.1,8,67.75
1498,2,University of North Carolina at Charlotte,309,104,6.5,0,67.75
1499,2,University of North Carolina at Charlotte,303,103,9,2,40
1500,5,University of Pennsylvania,290,80,6,0,35
1501,5,University of Pennsylvania,311,106,5.5,55,35
1502,5,University of Pennsylvania,301,98,6.35,10,35
1503,5,University of Pennsylvania,317,104,8,10,45
1504,5,University of Pennsylvania,317,108,5.93,0,40
1505,5,University of Pennsylvania,310,106,9.5,24,45
1506,5,University of Pennsylvania,315,112,7.02,4,39
1507,5,University of Pennsylvania,293,82,5,22,35
1508,5,University of Pennsylvania,315,104,8.54,30,45
1509,5,University of Pennsylvania,303,103,9,2,35
1510,5,University of Pennsylvania,314,103,7.3,32,40
1511,5,University of Pennsylvania,290,91,7.3,48,35
1512,3,University of Texas at Dallas,306,85,8.52,25,61
1513,3,University of Texas at Dallas,298,80,5.7,30,45
1514,3,University of Texas at Dallas,307,85,6.8,14,47.75
1515,3,University of Texas at Dallas,307,107,8,18,51
1516,3,University of Texas at Dallas,304,101,5.991,26,45.25
1517,3,University of Texas at Dallas,306,112,7.46,19,50
1518,3,University of Texas at Dallas,311,108,7.4,6,50
1519,3,University of Texas at Dallas,295,84,5.95,44,47.75
1520,3,University of Texas at Dallas,301,98,6.61,23,50
1521,3,University of Texas at Dallas,309,97,6.475,45,50
1522,3,University of Texas at Dallas,317,105,6.33,57,50
1523,3,University of Texas at Dallas,306,94,6,36,50
1524,3,University of Texas at Dallas,311,108,7.8,0,50
1525,3,University of Texas at Dallas,310,90,7.31,36,50
1526,3,University of Texas at Dallas,305,95,7.27,13,50
1527,3,University of Texas at Dallas,313,110,5.3,2,47
1528,3,University of Texas at Dallas,308,98,7.6,20,50
1529,3,University of Texas at Dallas,300,87,5.8,30,47.75
1530,3,University of Texas at Dallas,313,100,6,12,50
1531,3,University of Texas at Dallas,306,96,6.8,60,50
1532,3,University of Texas at Dallas,310,115,6.3,16,50
1533,3,University of Texas at Dallas,306,87,8.2,8,56
1534,3,University of Texas at Dallas,310,93,8.26,19,59
1535,3,University of Texas at Dallas,308,98,6.94,36,47.75
1536,3,University of Texas at Dallas,297,101,5.29,3,40
1537,3,University of Texas at Dallas,309,101,6.712,25,47.75
1538,3,University of Texas at Dallas,305,104,6.24,0,47
1539,3,University of Texas at Dallas,298,101,5.243,6,40
1540,3,University of Texas at Dallas,316,96,7.1,0,60
1541,3,University of Texas at Dallas,312,98,7.56,20,60
1542,3,University of Texas at Dallas,299,97,6.73,48,50
1543,3,University of Texas at Dallas,295,84,6.4,60,47.75
1544,3,University of Texas at Dallas,309,117,6.5,12,50
1545,3,University of Texas at Dallas,285,86,6.2,12,47.75
1546,3,University of Texas at Dallas,297,94,8.5,27,51
1547,3,University of Texas at Dallas,297,86,7.15,0,50
1548,3,University of Texas at Dallas,297,89,6.4,26,50
1549,3,University of Texas at Dallas,300,98,7.26,6,50
1550,3,University of Texas at Dallas,304,98,6.15,45,50
1551,3,University of Texas at Dallas,299,86,7.52,4,50
1552,3,University of Texas at Dallas,305,86,6.9,36,50
1553,3,University of Texas at Dallas,302,102,6.11,34,50
1554,3,University of Texas at Dallas,301,106,5.6,37,50
1555,3,University of Texas at Dallas,308,106,6.95,22,50
1556,3,University of Texas at Dallas,306,102,6.7,40,47.75
1557,3,University of Texas at Dallas,300,86,7.9,36,50
1558,3,University of Texas at Dallas,301,85,5.7,37,50
1559,3,University of Texas at Dallas,306,103,8.38,41,58
1560,3,University of Texas at Dallas,309,105,5.7,24,50
1561,3,University of Texas at Dallas,310,99,6.48,12,47.75
1562,3,University of Texas at Dallas,304,95,6.2,35,50
1563,3,University of Texas at Dallas,317,102,4.9,12,50
1564,3,University of Texas at Dallas,311,97,5.73,117,50
1565,3,University of Texas at Dallas,315,106,5.5,30,50
1566,3,University of Texas at Dallas,305,69,9,49,76
1567,3,University of Texas at Dallas,312,103,7,17,55
1568,3,University of Texas at Dallas,301,98,6.3,36,55
1569,3,University of Texas at Dallas,288,78,6,36,40
1570,3,University of Texas at Dallas,309,93,6,18,55
1571,3,University of Texas at Dallas,315,98,9,7,79
1572,3,University of Texas at Dallas,303,93,8.27,21,69
1573,3,University of Texas at Dallas,307,96,5.917,30,55
1574,3,University of Texas at Dallas,310,100,4.9,0,38
1575,3,University of Texas at Dallas,306,109,8.34,3,72
1576,3,University of Texas at Arlington,289,94,6.5,30,43
1577,3,University of Texas at Arlington,292,82,6.1,44,45
1578,3,University of Texas at Arlington,307,98,5.87,9,35.5
1579,3,University of Texas at Arlington,294,89,5.3,34,35.5
1580,3,University of Texas at Arlington,292,102,7.32,0,49
1581,3,University of Texas at Arlington,298,101,7.12,1,48
1582,3,University of Texas at Arlington,297,98,6.08,0,38
1583,3,University of Texas at Arlington,295,80,6.06,10,36
1584,3,University of Texas at Arlington,297,86,7.63,29,49
1585,3,University of Texas at Arlington,297,105,7.56,3,49
1586,3,University of Texas at Arlington,294,106,5.5,7,35.5
1587,3,University of Texas at Arlington,305,105,6.9,3,40
1588,3,University of Texas at Arlington,300,92,6.739,44,40
1589,3,University of Texas at Arlington,306,98,6.698,48,39
1590,3,University of Texas at Arlington,301,92,5.7,5,35.5
1591,3,University of Texas at Arlington,292,89,7.13,38,43
1592,3,University of Texas at Arlington,292,87,5.6,18,35.5
1593,3,University of Texas at Arlington,295,86,7.4,24,49
1594,3,University of Texas at Arlington,299,94,7.19,46,48
1595,3,University of Texas at Arlington,304,99,5.2,6,35.5
1596,3,University of Texas at Arlington,301,91,5.3,40,35.5
1597,3,University of Texas at Arlington,298,91,5.39,3,35.5
1598,3,University of Texas at Arlington,297,88,5.5,0,35.5
1599,3,University of Texas at Arlington,310,115,6.65,48,35.5
1600,3,University of Texas at Arlington,303,81,7,37,35.5
1601,3,University of Texas at Arlington,307,105,6.9,15,35.5
1602,3,University of Texas at Arlington,298,105,6.5,5,35.5
1603,3,University of Texas at Arlington,305,104,6.24,0,35.5
1604,3,University of Texas at Arlington,310,96,6.368,41,35.5
1605,3,University of Texas at Arlington,296,86,7.95,19,50
1606,3,University of Texas at Arlington,313,99,8.52,49,83
1607,3,University of Texas at Arlington,310,102,5.4,53,35.5
1608,3,University of Texas at Arlington,299,105,7.3,2,53
1609,3,University of Texas at Arlington,300,92,6,12,35.5
1610,3,University of Texas at Arlington,306,99,6.9,0,46
1611,3,University of Texas at Arlington,304,87,7,32,52
1612,3,University of Texas at Arlington,298,82,6.22,0,36
1613,3,University of Texas at Arlington,302,102,5.6,8,35.5
1614,3,University of Texas at Arlington,310,96,7.3,2,43
1615,3,University of Texas at Arlington,296,90,5.67,8,35.5
1616,3,University of Texas at Arlington,294,87,6.444,25,36
1617,3,University of Texas at Arlington,298,105,5.243,6,35.5
1618,3,University of Texas at Arlington,304,86,6.3,47,37
1619,3,University of Texas at Arlington,292,86,6.1,7,39
1620,3,University of Texas at Arlington,289,106,5.9,9,35.5
1621,3,University of Texas at Arlington,292,85,6.53,9,35
1622,3,University of Texas at Arlington,289,98,7.353,24,52
1623,3,University of Texas at Arlington,291,86,5.5,7,35.5
1624,3,University of Texas at Arlington,297,69,5.4,12,35.5
1625,3,University of Texas at Arlington,288,94,7.15,0,49
1626,3,University of Texas at Arlington,295,95,5.5,23,35.5
1627,3,University of Texas at Arlington,307,84,6.3,24,36
1628,3,University of Texas at Arlington,300,96,7,60,49
1629,3,University of Texas at Arlington,297,79,5.823,0,35.5
1630,3,University of Texas at Arlington,305,86,7.2,0,47
1631,3,University of Texas at Arlington,310,92,5.5,0,35.5
1632,3,University of Texas at Arlington,281,86,6.9,60,39
1633,3,University of Texas at Arlington,296,86,8.34,0,79
1634,3,University of Texas at Arlington,296,81,7.37,43,62
1635,3,University of Texas at Arlington,293,91,5.564,48,35.5
1636,3,University of Texas at Arlington,305,98,5.7,8,35.5
1637,4,University of Texas at Austin,322,110,7.7,40,55
1638,4,University of Texas at Austin,314,96,5.828,40,40
1639,4,University of Texas at Austin,328,109,5.7,33,46
1640,4,University of Texas at Austin,319,113,7.34,25,40.75
1641,4,University of Texas at Austin,314,101,7.351,46,50
1642,4,University of Texas at Austin,314,100,5.5,0,40
1643,4,University of Texas at Austin,322,101,5.389,24,40
1644,4,University of Texas at Austin,320,100,6.3,0,40
1645,4,University of Texas at Austin,326,114,8.6,36,60
1646,4,University of Texas at Austin,327,113,8,0,59
1647,4,University of Texas at Austin,299,106,7.3,0,36
1648,4,University of Texas at Austin,295,98,6.39,0,36
1649,4,University of Texas at Austin,330,110,8.32,20,63
1650,4,University of Texas at Austin,304,108,6.45,0,36
1651,4,University of Texas at Austin,315,110,8.6,3,40
1652,4,University of Texas at Austin,318,96,6.2,16,45
1653,4,University of Texas at Austin,311,98,7,40,45
1654,4,University of Texas at Austin,320,108,6,41,45
1655,4,University of Texas at Austin,328,111,7.6,0,45
1656,4,University of Texas at Austin,311,102,6.9,85,45
1657,4,University of Texas at Austin,311,100,8.2,0,40
1658,4,University of Texas at Austin,321,104,6.6,76,45
1659,4,University of Texas at Austin,309,103,6.91,13,45
1660,4,University of Texas at Austin,321,104,5.532,39,44
1661,4,University of Texas at Austin,324,115,7.85,0,45
1662,4,University of Texas at Austin,314,96,7.18,12,45
1663,4,University of Texas at Austin,314,112,7.22,20,45
1664,4,University of Texas at Austin,324,109,7,40,45
1665,4,University of Texas at Austin,308,106,6.5,84,45
1666,4,University of Texas at Austin,316,115,9.3,27,53
1667,4,University of Texas at Austin,323,111,9.7,2,75
1668,4,University of Texas at Austin,310,104,6.1,52,45
1669,4,University of Texas at Austin,305,95,8.54,34,40
1670,4,University of Texas at Austin,329,115,7,144,80
1671,4,University of Texas at Austin,313,97,7.5,25,40
1672,4,University of Texas at Austin,314,96,7.1,2,40
1673,4,University of Texas at Austin,326,113,7.75,6,40
1674,4,University of Texas at Austin,307,105,7.234,1,40
1675,4,University of Texas at Austin,311,91,8.44,20,40
1676,4,University of Texas at Austin,303,95,5.61,27,40
1677,4,University of Texas at Austin,313,103,6.2,36,40
1678,4,University of Texas at Austin,327,113,8,30,60
1679,4,University of Texas at Austin,315,112,8.3,12,60
1680,4,University of Texas at Austin,302,112,8.5,12,37
1681,4,University of Texas at Austin,312,114,5.9,22,50
1682,4,University of Texas at Austin,321,114,7.58,38,60
1683,4,University of Texas at Austin,324,106,7.49,55,60
1684,4,University of Texas at Austin,326,99,8.322,12,53
1685,4,University of Texas at Austin,292,77,6,10,35
1686,4,University of Texas at Austin,296,100,8.05,48,40
1687,3,University of Utah,308,106,7.95,18,51
1688,3,University of Utah,308,101,5.9,21,37
1689,3,University of Utah,311,102,6.34,27,44
1690,3,University of Utah,312,96,7.81,44,53
1691,3,University of Utah,305,87,6.3,60,35.75
1692,3,University of Utah,305,101,5.568,36,35.75
1693,3,University of Utah,312,115,6.8,33,44
1694,3,University of Utah,302,86,6.44,50,45
1695,3,University of Utah,301,93,7.85,20,50
1696,3,University of Utah,302,106,5.82,32,35.75
1697,3,University of Utah,300,99,7.14,39,45
1698,3,University of Utah,307,97,6.2,48,38
1699,3,University of Utah,311,98,7.31,25,49
1700,3,University of Utah,299,97,6.73,48,37
1701,3,University of Utah,311,102,6.9,85,58
1702,3,University of Utah,314,99,6,30,42
1703,3,University of Utah,307,101,8.63,45,79
1704,3,University of Utah,323,108,7.7,0,69
1705,3,University of Utah,304,105,7.13,38,47
1706,3,University of Utah,321,104,6.541,2,45
1707,3,University of Utah,313,109,7.674,25,53
1708,3,University of Utah,297,105,8.2,7,65
1709,3,University of Utah,324,109,6.2,40,58
1710,3,University of Utah,297,81,5.7,46,35.75
1711,3,University of Utah,311,102,9.06,11,86
1712,3,University of Utah,320,108,6,41,59
1713,3,University of Utah,309,105,6.03,28,43
1714,3,University of Utah,307,98,7.229,28,48
1715,3,University of Utah,319,101,6.57,15,46
1716,3,University of Utah,316,94,5,0,35.75
1717,3,University of Utah,302,99,6.7,22,36
1718,3,University of Utah,312,90,8.5,30,73
1719,3,University of Utah,304,84,6.7,18,39
1720,3,University of Utah,305,102,7.95,15,50
1721,3,University of Utah,316,96,7.32,35,55
1722,3,University of Utah,303,93,7.46,1,48
1723,3,University of Utah,297,83,6.15,1,35.75
1724,3,University of Utah,299,89,6.406,33,36
1725,3,University of Utah,300,97,7.443,58,46
1726,3,University of Utah,309,96,6,18,36
1727,3,University of Utah,302,91,5.9,67,35.75
1728,3,University of Utah,314,100,8.5,15,60
1729,3,University of Utah,308,100,6.47,38,37
1730,3,University of Utah,310,99,7.81,21,55
1731,3,University of Utah,295,92,8.28,26,59
1732,3,University of Utah,318,113,6.5,0,48
1733,3,University of Utah,301,99,6.9,36,41
1734,3,University of Utah,298,96,6.2,58,35.75
1735,3,University of Utah,305,88,9,40,60
1736,3,University of Utah,303,104,6.1,36,35.75
1737,3,University of Utah,297,88,7.6,20,45
1738,3,University of Utah,306,86,6.73,7,41
1739,3,University of Utah,321,104,5.532,39,35.75
1740,3,University of Utah,302,96,6.9,24,36
1741,3,University of Utah,304,93,7.5,30,46
1742,4,University of Washington,306,103,5.817,27,35.5
1743,4,University of Washington,319,111,9.6,6,81
1744,4,University of Washington,324,113,7.9,15,46
1745,4,University of Washington,319,101,6.57,15,35.5
1746,4,University of Washington,319,105,6.8,6,35.5
1747,4,University of Washington,315,100,6.7,43,35.5
1748,4,University of Washington,310,106,7.06,42,35.5
1749,4,University of Washington,306,100,7.3,17,35.5
1750,4,University of Washington,319,113,6.84,26,35.5
1751,4,University of Washington,317,103,7.4,60,35.5
1752,4,University of Washington,321,106,8.16,0,36
1753,4,University of Washington,315,105,7.4,2,35.5
1754,4,University of Washington,328,116,9,31,79
1755,4,University of Washington,322,114,8.97,0,78
1756,4,University of Washington,317,109,9.18,6,67
1757,4,University of Washington,327,111,7.85,18,48
1758,4,University of Washington,324,104,7.5,20,44
1759,4,University of Washington,323,99,7.24,2,35.5
1760,4,University of Washington,315,101,9.81,0,66
1761,4,University of Washington,323,99,7.38,18,35.5
1762,4,University of Washington,316,97,6.5,31,35.5
1763,4,University of Washington,317,96,9.586,0,72
1764,4,University of Washington,316,112,8.48,21,48
1765,4,University of Washington,321,104,6.541,2,35.5
1766,4,University of Washington,313,100,7.65,0,35.5
1767,4,University of Washington,326,111,5.51,42,35.5
1768,4,University of Washington,329,114,7.2,51,63
1769,4,University of Washington,332,116,8.77,31,79
1770,4,University of Washington,324,114,8.3,30,71
1771,4,University of Washington,320,108,6,41,35.5
1772,4,University of Washington,330,110,8.4,30,69
1773,4,University of Washington,307,99,9,36,42
1774,4,University of Washington,320,103,7.85,52,55.5
1775,4,University of Washington,313,104,6.174,20,35.5
1776,4,University of Washington,322,109,8.581,25,53
1777,4,University of Washington,319,117,8.44,4,49
1778,4,University of Washington,319,112,7.52,35,35.5
1779,4,University of Washington,305,109,8.1,25,37
1780,4,University of Washington,315,102,6.76,19,35.5
1781,4,University of Washington,314,100,7.1,41,35.5
1782,4,University of Washington,312,108,6.7,67,35.5
1783,4,University of Washington,315,109,6.72,29,35.5
1784,4,University of Washington,319,105,7.61,40,35.5
1785,4,University of Washington,317,108,8.2,0,48
1786,4,University of Washington,318,96,6.2,16,35.5
1787,4,University of Washington,313,104,7.2,19,35.5
1788,4,University of Washington,316,101,7.6,15,35.5
1789,4,University of Washington,313,109,7.5,16,35.5
1790,4,University of Washington,318,118,8.43,30,55.5
1791,4,University of Washington,312,110,7.62,2,35.5
1792,4,University of Washington,322,104,8.3,0,48
1793,4,University of Washington,317,110,6.93,25,35.5
1794,4,University of Washington,308,98,6,25,35.5
1795,4,University of Washington,315,112,8.24,1,42
1796,4,University of Washington,321,114,7.58,38,35.5
1797,4,University of Washington,303,95,7,20,35.5
1798,4,University of Washington,319,104,9.39,2,51
