ID,University_Rating,University_Name,GRE,TOEFL,CGPA,Work_Ex,Chances Of Admit
1799,4,University of Washington,325,112,8.56,18,48
1800,4,University of Washington,320,104,8.2,1,48
1801,4,University of Washington,312,110,8.6,24,41
1802,4,University of Washington,320,104,6,60,35.5
1803,4,University of Washington,306,103,5.817,27,35.5
1804,4,University of Washington,316,102,7.08,40,35.5
1805,4,University of Washington,322,107,6.947,28,35.5
1806,4,University of Washington,318,108,8.33,1,55.5
1807,4,University of Washington,316,112,6.8,20,35.5
1808,4,University of Washington,308,101,6.4,48,35.5
1809,4,University of Washington,326,115,9.38,1,83
1810,4,University of Washington,316,111,8.64,1,55.5
1811,4,University of Washington,329,115,7,144,83
1812,4,University of Washington,324,117,8.49,8,53
1813,4,University of Washington,325,102,7.34,35,41
1814,4,University of Washington,318,96,6.85,33,45
1815,4,University of Washington,309,117,6.5,12,45
1816,4,University of Washington,326,113,6.35,44,45
1817,4,University of Washington,322,110,7.66,24,45
1818,4,University of Washington,307,107,6.4,19,45
1819,4,University of Washington,315,105,7.42,0,45
1820,4,University of Washington,322,114,5.9,29,35.5
1821,4,University of Washington,321,109,5.5,29,35.5
1822,4,University of Washington,321,112,6.824,32,40
1823,4,University of Washington,317,114,5.652,36,35.5
1824,4,University of Washington,304,104,7.33,44,44
1825,4,University of Washington,319,113,6.84,26,40
1826,4,University of Washington,325,115,9.12,4,78
1827,4,University of Washington,329,114,7.2,54,46
1828,4,University of Washington,318,112,6.5,11,47
1829,4,University of Washington,311,107,4.7,35,35.5
1830,4,University of Washington,315,96,6.93,2,35.5
1831,4,University of Washington,313,107,8.96,0,36
1832,4,University of Washington,315,112,6,12,35.5
1833,4,University of Washington,317,96,9.16,20,58
1834,4,University of Washington,321,112,5.8,60,35.5
1835,4,University of Washington,317,118,3.14,6,35.5
1836,4,University of Washington,324,115,7.85,0,55.5
1837,4,University of Washington,323,111,8,48,47
1838,4,University of Washington,316,103,8.33,41,48
1839,4,University of Washington,326,113,7.75,6,55.5
1840,4,University of Washington,320,110,6.2,40,35.5
1841,4,University of Washington,318,111,6.68,6,35.5
1842,4,University of Washington,316,102,7.76,54,55.5
1843,4,University of Washington,320,102,8.017,0,45
1844,4,University of Washington,321,112,7.7,0,55.5
1845,4,University of Washington,306,115,5.8,16,35.5
1846,4,University of Washington,316,112,7,44,35.5
1847,4,University of Washington,319,100,5.747,12,35.5
1848,4,University of Washington,302,102,8.72,52,55.5
1849,4,University of Washington,322,116,8.1,6,50
1850,4,University of Washington,309,92,8.56,48,44
1851,4,University of Washington,316,104,7,24,35.5
1852,4,University of Washington,317,108,8.8,14,53
1853,4,University of Washington,312,102,8.01,24,40
1854,4,University of Washington,314,104,8.05,0,48
1855,3,Worcester Polytechnic Institute,306,98,6.922,8,47.75
1856,3,Worcester Polytechnic Institute,309,93,5.1,0,39.25
1857,3,Worcester Polytechnic Institute,306,86,5.7,4,39.25
1858,3,Worcester Polytechnic Institute,314,99,6.8,0,60
1859,3,Worcester Polytechnic Institute,306,94,6.79,12,47.75
1860,3,Worcester Polytechnic Institute,310,94,6,6,60
1861,3,Worcester Polytechnic Institute,310,91,5.9,6,55
1862,3,Worcester Polytechnic Institute,309,95,6.1,30,47.75
1863,3,Worcester Polytechnic Institute,300,110,7.12,0,60
1864,3,Worcester Polytechnic Institute,307,97,6.85,30,47.75
1865,3,Worcester Polytechnic Institute,298,85,5,20,35.75
1866,3,Worcester Polytechnic Institute,306,100,5,0,39.25
1867,3,Worcester Polytechnic Institute,300,94,8.1,29,62
1868,3,Worcester Polytechnic Institute,306,101,6.35,1,47.75
1869,3,Worcester Polytechnic Institute,301,91,6.3,21,47.75
1870,3,Worcester Polytechnic Institute,313,109,7.674,25,64
1871,3,Worcester Polytechnic Institute,296,93,5.93,64,35.75
1872,3,Worcester Polytechnic Institute,306,115,5.8,16,39.25
1873,3,Worcester Polytechnic Institute,313,104,6.5,1,59
1874,3,Worcester Polytechnic Institute,297,99,5.081,24,35.75
1875,3,Worcester Polytechnic Institute,313,103,8.712,26,80
1876,3,Worcester Polytechnic Institute,312,96,7.53,1,75
1877,3,Worcester Polytechnic Institute,303,93,5.91,2,38.75
1878,3,Worcester Polytechnic Institute,310,104,9.26,38,85
1879,3,Worcester Polytechnic Institute,305,95,6.2,10,47.75
1880,3,Worcester Polytechnic Institute,310,107,8,36,79
1881,3,Worcester Polytechnic Institute,304,102,5.6,26,38.75
1882,3,Worcester Polytechnic Institute,310,94,4.9,0,39
1883,3,Worcester Polytechnic Institute,309,95,6.3,23,47.75
1884,3,Worcester Polytechnic Institute,307,99,7.31,6,59
1885,3,Worcester Polytechnic Institute,317,109,6.83,2,60
1886,3,Worcester Polytechnic Institute,299,88,7.95,5,35.75
1887,3,Worcester Polytechnic Institute,308,99,5.75,56,38.75
1888,3,Worcester Polytechnic Institute,288,89,5.034,10,35.75
1889,3,Worcester Polytechnic Institute,302,86,6,28,40
1890,3,Worcester Polytechnic Institute,311,95,5.6,0,45
1891,3,Worcester Polytechnic Institute,295,90,5.56,18,35.75
1892,3,Worcester Polytechnic Institute,307,88,7,0,40
1893,3,Worcester Polytechnic Institute,301,89,5.76,0,38.75
1894,3,Worcester Polytechnic Institute,300,93,5,0,38.75
1895,3,Worcester Polytechnic Institute,308,95,7.2,52,44
1896,3,Worcester Polytechnic Institute,302,100,6.6,0,46
1897,3,Worcester Polytechnic Institute,311,98,5.371,30,50
1898,3,Worcester Polytechnic Institute,306,106,4.5,31,38.75
1899,3,Worcester Polytechnic Institute,302,89,7,0,40
1900,3,Worcester Polytechnic Institute,297,98,6.87,32,35.75
1901,3,Worcester Polytechnic Institute,315,106,5.5,30,50
1902,3,Worcester Polytechnic Institute,297,97,6.3,87,35.75
